#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-01-16T14:41:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ54b922f76911	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/529/A75&tab:{J/A+A/529/A75/table-af}&key:source=J/A+A/529/A75/table-af&HTTPPRM:&
#-source=J/A+A/529/A75/table-af
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a
#-out=b
#-out=Filt
#Filt=Kp
#-out=Met
#Met=L
#-out=Mod
#Mod=A
#-out=c
#-out=d
#-out=e
#-out=f
#

#RESOURCE=yCat_35290075
#Name: J/A+A/529/A75
#Title: Limb-darkening coefficients (Claret+, 2011)
#Table	J_A_A_529_A75_table-af:
#Name: J/A+A/529/A75/table-af
#Title: 2-parameter limb darkening coefficients: quadratic {\em(a,b)}, root-square {\em(c,d)} and logarithmic {\em(e,f)} (equations 2, 3 and 4)
#Column	logg	(F5.2)	[0/5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[2000/50000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[-5/1] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[0/8] Microturbulent velocity	[ucd=phys.veloc]
#Column	a	(F7.4)	Quadratic limb darkening coefficient a (G2)	[ucd=phot.limbDark]
#Column	b	(F7.4)	Quadratic limb darkening coefficient b (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[LF] Method (Least-Square or Flux Conservation)	[ucd=meta.id;stat.fit]
#Column	Mod	(A1)	Model used: {\bf A}TLAS or {\bf P}HOENIX	[ucd=instr.setup;meta.modelled]
#Column	c	(F7.4)	Root-square limb darkening coefficient c (G2)	[ucd=phot.limbDark]
#Column	d	(F7.4)	Root-square limb darkening coefficient d (G2)	[ucd=phot.limbDark]
#Column	e	(F7.4)	Logarithmic limb darkening coefficient e (G2)	[ucd=phot.limbDark]
#Column	f	(F7.4)	Logarithmic limb darkening coefficient f (G2)	[ucd=phot.limbDark]
#logg	Teff	Z	xi	a	b	Filt	Met	Mod	c	d	e	f
#[cm/s2]	K	[Sun]	km/s	 	 	 	 	 	 	 	 	
#-----	------	----	----	-------	-------	--	-	-	-------	-------	-------	-------
 3.00	 12500	-0.2	 2.0	 0.1519	 0.2856	Kp	L	A	-0.0694	 0.6242	 0.4794	 0.2705
 3.50	 12500	-0.2	 2.0	 0.1490	 0.2783	Kp	L	A	-0.0656	 0.6066	 0.4679	 0.2632
 4.00	 12500	-0.2	 2.0	 0.1481	 0.2747	Kp	L	A	-0.0625	 0.5971	 0.4628	 0.2594
 4.50	 12500	-0.2	 2.0	 0.1481	 0.2731	Kp	L	A	-0.0605	 0.5925	 0.4609	 0.2577
 5.00	 12500	-0.2	 2.0	 0.1486	 0.2722	Kp	L	A	-0.0590	 0.5900	 0.4602	 0.2567
 2.50	 13000	-0.2	 2.0	 0.1571	 0.2960	Kp	L	A	-0.0735	 0.6486	 0.4967	 0.2807
 3.00	 13000	-0.2	 2.0	 0.1466	 0.2833	Kp	L	A	-0.0741	 0.6208	 0.4716	 0.2687
 3.50	 13000	-0.2	 2.0	 0.1433	 0.2741	Kp	L	A	-0.0691	 0.5991	 0.4576	 0.2596
 4.00	 13000	-0.2	 2.0	 0.1420	 0.2699	Kp	L	A	-0.0659	 0.5879	 0.4513	 0.2552
 4.50	 13000	-0.2	 2.0	 0.1424	 0.2678	Kp	L	A	-0.0630	 0.5821	 0.4492	 0.2529
 5.00	 13000	-0.2	 2.0	 0.1425	 0.2677	Kp	L	A	-0.0623	 0.5811	 0.4490	 0.2526
 2.00	 14000	-0.2	 2.0	 0.1893	 0.3060	Kp	L	A	-0.0455	 0.6654	 0.5398	 0.2891
 2.50	 14000	-0.2	 2.0	 0.1512	 0.2968	Kp	L	A	-0.0817	 0.6528	 0.4919	 0.2821
 3.00	 14000	-0.2	 2.0	 0.1385	 0.2804	Kp	L	A	-0.0822	 0.6176	 0.4604	 0.2667
 3.50	 14000	-0.2	 2.0	 0.1341	 0.2679	Kp	L	A	-0.0756	 0.5885	 0.4416	 0.2544
 4.00	 14000	-0.2	 2.0	 0.1324	 0.2611	Kp	L	A	-0.0706	 0.5716	 0.4320	 0.2475
 4.50	 14000	-0.2	 2.0	 0.1324	 0.2581	Kp	L	A	-0.0673	 0.5635	 0.4282	 0.2443
 5.00	 14000	-0.2	 2.0	 0.1321	 0.2582	Kp	L	A	-0.0667	 0.5625	 0.4280	 0.2442
 2.50	 15000	-0.2	 2.0	 0.1477	 0.2990	Kp	L	A	-0.0880	 0.6590	 0.4911	 0.2845
 3.00	 15000	-0.2	 2.0	 0.1328	 0.2789	Kp	L	A	-0.0884	 0.6169	 0.4534	 0.2659
 3.50	 15000	-0.2	 2.0	 0.1276	 0.2633	Kp	L	A	-0.0802	 0.5807	 0.4300	 0.2506
 4.00	 15000	-0.2	 2.0	 0.1253	 0.2542	Kp	L	A	-0.0737	 0.5584	 0.4170	 0.2414
 4.50	 15000	-0.2	 2.0	 0.1249	 0.2494	Kp	L	A	-0.0694	 0.5465	 0.4110	 0.2365
 5.00	 15000	-0.2	 2.0	 0.1244	 0.2487	Kp	L	A	-0.0685	 0.5438	 0.4097	 0.2356
 2.50	 16000	-0.2	 2.0	 0.1469	 0.3013	Kp	L	A	-0.0912	 0.6651	 0.4931	 0.2870
 3.00	 16000	-0.2	 2.0	 0.1281	 0.2795	Kp	L	A	-0.0949	 0.6200	 0.4495	 0.2669
 3.50	 16000	-0.2	 2.0	 0.1223	 0.2606	Kp	L	A	-0.0847	 0.5768	 0.4219	 0.2485
 4.00	 16000	-0.2	 2.0	 0.1203	 0.2485	Kp	L	A	-0.0756	 0.5479	 0.4058	 0.2365
 4.50	 16000	-0.2	 2.0	 0.1192	 0.2425	Kp	L	A	-0.0707	 0.5328	 0.3975	 0.2303
 5.00	 16000	-0.2	 2.0	 0.1185	 0.2406	Kp	L	A	-0.0691	 0.5274	 0.3945	 0.2283
 2.50	 17000	-0.2	 2.0	 0.1469	 0.3060	Kp	L	A	-0.0946	 0.6750	 0.4984	 0.2913
 3.00	 17000	-0.2	 2.0	 0.1242	 0.2815	Kp	L	A	-0.1013	 0.6257	 0.4480	 0.2691
 3.50	 17000	-0.2	 2.0	 0.1175	 0.2597	Kp	L	A	-0.0899	 0.5764	 0.4162	 0.2480
 4.00	 17000	-0.2	 2.0	 0.1156	 0.2450	Kp	L	A	-0.0785	 0.5416	 0.3971	 0.2334
 4.50	 17000	-0.2	 2.0	 0.1146	 0.2370	Kp	L	A	-0.0719	 0.5221	 0.3868	 0.2254
 5.00	 17000	-0.2	 2.0	 0.1136	 0.2339	Kp	L	A	-0.0696	 0.5141	 0.3822	 0.2222
 2.50	 18000	-0.2	 2.0	 0.1471	 0.3131	Kp	L	A	-0.0988	 0.6889	 0.5066	 0.2977
 3.00	 18000	-0.2	 2.0	 0.1211	 0.2845	Kp	L	A	-0.1077	 0.6337	 0.4485	 0.2722
 3.50	 18000	-0.2	 2.0	 0.1138	 0.2592	Kp	L	A	-0.0945	 0.5772	 0.4121	 0.2480
 4.00	 18000	-0.2	 2.0	 0.1116	 0.2424	Kp	L	A	-0.0815	 0.5374	 0.3903	 0.2313
 4.50	 18000	-0.2	 2.0	 0.1110	 0.2325	Kp	L	A	-0.0729	 0.5135	 0.3781	 0.2215
 5.00	 18000	-0.2	 2.0	 0.1099	 0.2284	Kp	L	A	-0.0697	 0.5028	 0.3721	 0.2172
 2.50	 19000	-0.2	 2.0	 0.1464	 0.3224	Kp	L	A	-0.1053	 0.7074	 0.5165	 0.3061
 3.00	 19000	-0.2	 2.0	 0.1170	 0.2905	Kp	L	A	-0.1170	 0.6476	 0.4513	 0.2781
 3.50	 19000	-0.2	 2.0	 0.1101	 0.2603	Kp	L	A	-0.1003	 0.5814	 0.4099	 0.2495
 4.00	 19000	-0.2	 2.0	 0.1079	 0.2409	Kp	L	A	-0.0851	 0.5355	 0.3850	 0.2302
 4.50	 19000	-0.2	 2.0	 0.1071	 0.2295	Kp	L	A	-0.0751	 0.5079	 0.3709	 0.2188
 5.00	 19000	-0.2	 2.0	 0.1067	 0.2237	Kp	L	A	-0.0699	 0.4936	 0.3637	 0.2130
 3.00	 20000	-0.2	 2.0	 0.1116	 0.2987	Kp	L	A	-0.1293	 0.6663	 0.4554	 0.2861
 3.50	 20000	-0.2	 2.0	 0.1053	 0.2639	Kp	L	A	-0.1090	 0.5909	 0.4093	 0.2532
 4.00	 20000	-0.2	 2.0	 0.1043	 0.2405	Kp	L	A	-0.0898	 0.5366	 0.3811	 0.2303
 4.50	 20000	-0.2	 2.0	 0.1037	 0.2273	Kp	L	A	-0.0779	 0.5046	 0.3651	 0.2171
 5.00	 20000	-0.2	 2.0	 0.1036	 0.2203	Kp	L	A	-0.0713	 0.4874	 0.3568	 0.2101
 3.00	 21000	-0.2	 2.0	 0.1050	 0.3082	Kp	L	A	-0.1441	 0.6882	 0.4598	 0.2954
 3.50	 21000	-0.2	 2.0	 0.0993	 0.2696	Kp	L	A	-0.1207	 0.6050	 0.4100	 0.2590
 4.00	 21000	-0.2	 2.0	 0.0996	 0.2423	Kp	L	A	-0.0970	 0.5423	 0.3787	 0.2324
 4.50	 21000	-0.2	 2.0	 0.0999	 0.2266	Kp	L	A	-0.0822	 0.5045	 0.3606	 0.2167
 5.00	 21000	-0.2	 2.0	 0.1001	 0.2182	Kp	L	A	-0.0740	 0.4841	 0.3510	 0.2083
 3.00	 22000	-0.2	 2.0	 0.0990	 0.3170	Kp	L	A	-0.1580	 0.7090	 0.4642	 0.3042
 3.50	 22000	-0.2	 2.0	 0.0922	 0.2766	Kp	L	A	-0.1346	 0.6222	 0.4111	 0.2661
 4.00	 22000	-0.2	 2.0	 0.0942	 0.2459	Kp	L	A	-0.1066	 0.5521	 0.3776	 0.2363
 4.50	 22000	-0.2	 2.0	 0.0957	 0.2275	Kp	L	A	-0.0883	 0.5082	 0.3576	 0.2180
 5.00	 22000	-0.2	 2.0	 0.0964	 0.2176	Kp	L	A	-0.0783	 0.4842	 0.3467	 0.2081
 3.00	 23000	-0.2	 2.0	 0.0962	 0.3239	Kp	L	A	-0.1666	 0.7248	 0.4694	 0.3109
 3.50	 23000	-0.2	 2.0	 0.0851	 0.2832	Kp	L	A	-0.1485	 0.6392	 0.4119	 0.2730
 4.00	 23000	-0.2	 2.0	 0.0874	 0.2511	Kp	L	A	-0.1189	 0.5656	 0.3770	 0.2417
 4.50	 23000	-0.2	 2.0	 0.0907	 0.2299	Kp	L	A	-0.0966	 0.5155	 0.3556	 0.2208
 5.00	 23000	-0.2	 2.0	 0.0921	 0.2185	Kp	L	A	-0.0844	 0.4878	 0.3436	 0.2093
 3.00	 24000	-0.2	 2.0	 0.0986	 0.3288	Kp	L	A	-0.1675	 0.7347	 0.4773	 0.3154
 3.50	 24000	-0.2	 2.0	 0.0789	 0.2890	Kp	L	A	-0.1606	 0.6539	 0.4125	 0.2790
 4.00	 24000	-0.2	 2.0	 0.0806	 0.2559	Kp	L	A	-0.1310	 0.5784	 0.3759	 0.2468
 4.50	 24000	-0.2	 2.0	 0.0849	 0.2334	Kp	L	A	-0.1065	 0.5252	 0.3540	 0.2246
 5.00	 24000	-0.2	 2.0	 0.0873	 0.2205	Kp	L	A	-0.0920	 0.4941	 0.3414	 0.2117
 3.00	 25000	-0.2	 2.0	 0.1031	 0.3345	Kp	L	A	-0.1653	 0.7443	 0.4881	 0.3201
 3.50	 25000	-0.2	 2.0	 0.0755	 0.2935	Kp	L	A	-0.1684	 0.6651	 0.4144	 0.2836
 4.00	 25000	-0.2	 2.0	 0.0747	 0.2597	Kp	L	A	-0.1414	 0.5890	 0.3747	 0.2510
 4.50	 25000	-0.2	 2.0	 0.0789	 0.2368	Kp	L	A	-0.1166	 0.5347	 0.3522	 0.2283
 5.00	 25000	-0.2	 2.0	 0.0824	 0.2229	Kp	L	A	-0.1001	 0.5013	 0.3395	 0.2144
 3.00	 26000	-0.2	 2.0	 0.1051	 0.3432	Kp	L	A	-0.1668	 0.7585	 0.4995	 0.3272
 3.50	 26000	-0.2	 2.0	 0.0742	 0.2980	Kp	L	A	-0.1734	 0.6752	 0.4184	 0.2880
 4.00	 26000	-0.2	 2.0	 0.0704	 0.2626	Kp	L	A	-0.1490	 0.5968	 0.3738	 0.2541
 4.50	 26000	-0.2	 2.0	 0.0734	 0.2396	Kp	L	A	-0.1253	 0.5424	 0.3500	 0.2313
 5.00	 26000	-0.2	 2.0	 0.0773	 0.2253	Kp	L	A	-0.1082	 0.5080	 0.3372	 0.2171
 3.50	 27000	-0.2	 2.0	 0.0737	 0.3034	Kp	L	A	-0.1776	 0.6863	 0.4240	 0.2929
 4.00	 27000	-0.2	 2.0	 0.0677	 0.2654	Kp	L	A	-0.1543	 0.6035	 0.3744	 0.2569
 4.50	 27000	-0.2	 2.0	 0.0696	 0.2408	Kp	L	A	-0.1309	 0.5464	 0.3478	 0.2328
 5.00	 27000	-0.2	 2.0	 0.0728	 0.2267	Kp	L	A	-0.1146	 0.5122	 0.3343	 0.2186
 3.50	 28000	-0.2	 2.0	 0.0715	 0.3102	Kp	L	A	-0.1843	 0.7000	 0.4294	 0.2991
 4.00	 28000	-0.2	 2.0	 0.0658	 0.2686	Kp	L	A	-0.1589	 0.6108	 0.3761	 0.2600
 4.50	 28000	-0.2	 2.0	 0.0671	 0.2417	Kp	L	A	-0.1348	 0.5491	 0.3463	 0.2338
 5.00	 28000	-0.2	 2.0	 0.0689	 0.2272	Kp	L	A	-0.1193	 0.5139	 0.3312	 0.2193
 3.50	 29000	-0.2	 2.0	 0.0664	 0.3180	Kp	L	A	-0.1948	 0.7161	 0.4332	 0.3063
 4.00	 29000	-0.2	 2.0	 0.0639	 0.2718	Kp	L	A	-0.1634	 0.6179	 0.3779	 0.2631
 4.50	 29000	-0.2	 2.0	 0.0649	 0.2428	Kp	L	A	-0.1380	 0.5518	 0.3454	 0.2350
 5.00	 29000	-0.2	 2.0	 0.0665	 0.2266	Kp	L	A	-0.1214	 0.5130	 0.3282	 0.2188
 3.50	 30000	-0.2	 2.0	 0.0596	 0.3265	Kp	L	A	-0.2080	 0.7345	 0.4361	 0.3143
 4.00	 30000	-0.2	 2.0	 0.0597	 0.2760	Kp	L	A	-0.1708	 0.6270	 0.3786	 0.2670
 4.50	 30000	-0.2	 2.0	 0.0626	 0.2440	Kp	L	A	-0.1412	 0.5543	 0.3444	 0.2361
 5.00	 30000	-0.2	 2.0	 0.0647	 0.2256	Kp	L	A	-0.1224	 0.5107	 0.3251	 0.2178
 3.50	 31000	-0.2	 2.0	 0.0509	 0.3370	Kp	L	A	-0.2250	 0.7577	 0.4395	 0.3243
 4.00	 31000	-0.2	 2.0	 0.0548	 0.2793	Kp	L	A	-0.1786	 0.6347	 0.3774	 0.2703
 4.50	 31000	-0.2	 2.0	 0.0593	 0.2449	Kp	L	A	-0.1452	 0.5562	 0.3422	 0.2369
 5.00	 31000	-0.2	 2.0	 0.0621	 0.2248	Kp	L	A	-0.1242	 0.5086	 0.3216	 0.2170
 4.00	 32000	-0.2	 2.0	 0.0482	 0.2833	Kp	L	A	-0.1890	 0.6445	 0.3756	 0.2743
 4.50	 32000	-0.2	 2.0	 0.0556	 0.2446	Kp	L	A	-0.1490	 0.5563	 0.3383	 0.2368
 5.00	 32000	-0.2	 2.0	 0.0596	 0.2227	Kp	L	A	-0.1250	 0.5041	 0.3168	 0.2151
 4.00	 33000	-0.2	 2.0	 0.0396	 0.2889	Kp	L	A	-0.2029	 0.6581	 0.3735	 0.2799
 4.50	 33000	-0.2	 2.0	 0.0507	 0.2448	Kp	L	A	-0.1544	 0.5572	 0.3336	 0.2371
 5.00	 33000	-0.2	 2.0	 0.0567	 0.2200	Kp	L	A	-0.1259	 0.4983	 0.3108	 0.2125
 4.00	 34000	-0.2	 2.0	 0.0305	 0.2944	Kp	L	A	-0.2180	 0.6726	 0.3710	 0.2857
 4.50	 34000	-0.2	 2.0	 0.0446	 0.2456	Kp	L	A	-0.1620	 0.5601	 0.3285	 0.2381
 5.00	 34000	-0.2	 2.0	 0.0532	 0.2172	Kp	L	A	-0.1275	 0.4924	 0.3040	 0.2099
 4.00	 35000	-0.2	 2.0	 0.0224	 0.2980	Kp	L	A	-0.2313	 0.6840	 0.3675	 0.2900
 4.50	 35000	-0.2	 2.0	 0.0368	 0.2475	Kp	L	A	-0.1723	 0.5658	 0.3231	 0.2402
 5.00	 35000	-0.2	 2.0	 0.0486	 0.2151	Kp	L	A	-0.1310	 0.4886	 0.2970	 0.2080
 4.50	 37500	-0.2	 2.0	 0.0210	 0.2460	Kp	L	A	-0.1920	 0.5698	 0.3063	 0.2405
 5.00	 37500	-0.2	 2.0	 0.0342	 0.2101	Kp	L	A	-0.1444	 0.4819	 0.2774	 0.2043
 4.50	 40000	-0.2	 2.0	 0.0131	 0.2438	Kp	L	A	-0.2016	 0.5699	 0.2964	 0.2396
 5.00	 40000	-0.2	 2.0	 0.0233	 0.2027	Kp	L	A	-0.1531	 0.4707	 0.2585	 0.1984
 5.00	 42500	-0.2	 2.0	 0.0181	 0.1990	Kp	L	A	-0.1576	 0.4657	 0.2492	 0.1956
 5.00	 45000	-0.2	 2.0	 0.0142	 0.1995	Kp	L	A	-0.1631	 0.4687	 0.2462	 0.1966
 5.00	 47500	-0.2	 2.0	 0.0106	 0.2015	Kp	L	A	-0.1696	 0.4748	 0.2450	 0.1989
 5.00	 50000	-0.2	 2.0	 0.0069	 0.2044	Kp	L	A	-0.1767	 0.4829	 0.2448	 0.2020
 0.00	  3500	-0.1	 2.0	 0.9428	-0.1204	Kp	L	A	 0.9578	-0.1506	 0.8166	-0.0861
 0.50	  3500	-0.1	 2.0	 0.9394	-0.1224	Kp	L	A	 0.9539	-0.1521	 0.8111	-0.0872
 1.00	  3500	-0.1	 2.0	 0.9300	-0.1212	Kp	L	A	 0.9427	-0.1482	 0.8033	-0.0857
 1.50	  3500	-0.1	 2.0	 0.9163	-0.1170	Kp	L	A	 0.9264	-0.1399	 0.7944	-0.0819
 2.00	  3500	-0.1	 2.0	 0.9007	-0.1110	Kp	L	A	 0.9080	-0.1294	 0.7854	-0.0768
 2.50	  3500	-0.1	 2.0	 0.8805	-0.0994	Kp	L	A	 0.8828	-0.1098	 0.7780	-0.0672
 3.00	  3500	-0.1	 2.0	 0.8128	-0.0388	Kp	L	A	 0.7857	-0.0026	 0.7770	-0.0162
 3.50	  3500	-0.1	 2.0	 0.6357	 0.1284	Kp	L	A	 0.5225	 0.3004	 0.7849	 0.1263
 4.00	  3500	-0.1	 2.0	 0.4768	 0.2699	Kp	L	A	 0.2812	 0.5703	 0.7842	 0.2506
 4.50	  3500	-0.1	 2.0	 0.3853	 0.3447	Kp	L	A	 0.1413	 0.7201	 0.7771	 0.3183
 5.00	  3500	-0.1	 2.0	 0.3402	 0.3775	Kp	L	A	 0.0737	 0.7877	 0.7693	 0.3485
 0.00	  3750	-0.1	 2.0	 0.8654	-0.0554	Kp	L	A	 0.8578	-0.0485	 0.8093	-0.0348
 0.50	  3750	-0.1	 2.0	 0.8712	-0.0592	Kp	L	A	 0.8656	-0.0555	 0.8109	-0.0380
 1.00	  3750	-0.1	 2.0	 0.8746	-0.0643	Kp	L	A	 0.8717	-0.0648	 0.8087	-0.0424
 1.50	  3750	-0.1	 2.0	 0.8769	-0.0714	Kp	L	A	 0.8778	-0.0779	 0.8030	-0.0486
 2.00	  3750	-0.1	 2.0	 0.8779	-0.0795	Kp	L	A	 0.8833	-0.0930	 0.7950	-0.0556
 2.50	  3750	-0.1	 2.0	 0.8752	-0.0853	Kp	L	A	 0.8839	-0.1039	 0.7860	-0.0606
 3.00	  3750	-0.1	 2.0	 0.8635	-0.0826	Kp	L	A	 0.8711	-0.0994	 0.7772	-0.0584
 3.50	  3750	-0.1	 2.0	 0.7762	-0.0075	Kp	L	A	 0.7415	 0.0418	 0.7736	 0.0071
 4.00	  3750	-0.1	 2.0	 0.5586	 0.1887	Kp	L	A	 0.4099	 0.4159	 0.7753	 0.1795
 4.50	  3750	-0.1	 2.0	 0.3803	 0.3384	Kp	L	A	 0.1348	 0.7156	 0.7659	 0.3147
 5.00	  3750	-0.1	 2.0	 0.2898	 0.4064	Kp	L	A	-0.0051	 0.8593	 0.7529	 0.3781
 0.00	  4000	-0.1	 2.0	 0.7914	-0.0039	Kp	L	A	 0.7606	 0.0401	 0.7919	 0.0080
 0.50	  4000	-0.1	 2.0	 0.7927	-0.0003	Kp	L	A	 0.7581	 0.0494	 0.7974	 0.0117
 1.00	  4000	-0.1	 2.0	 0.7922	 0.0023	Kp	L	A	 0.7548	 0.0562	 0.8001	 0.0145
 1.50	  4000	-0.1	 2.0	 0.7940	 0.0006	Kp	L	A	 0.7570	 0.0538	 0.8000	 0.0132
 2.00	  4000	-0.1	 2.0	 0.7965	-0.0037	Kp	L	A	 0.7625	 0.0449	 0.7977	 0.0092
 2.50	  4000	-0.1	 2.0	 0.7993	-0.0099	Kp	L	A	 0.7702	 0.0312	 0.7933	 0.0033
 3.00	  4000	-0.1	 2.0	 0.8017	-0.0174	Kp	L	A	 0.7785	 0.0147	 0.7871	-0.0038
 3.50	  4000	-0.1	 2.0	 0.7966	-0.0191	Kp	L	A	 0.7760	 0.0091	 0.7799	-0.0059
 4.00	  4000	-0.1	 2.0	 0.7129	 0.0496	Kp	L	A	 0.6497	 0.1440	 0.7734	 0.0555
 4.50	  4000	-0.1	 2.0	 0.5081	 0.2238	Kp	L	A	 0.3325	 0.4922	 0.7651	 0.2128
 5.00	  4000	-0.1	 2.0	 0.3342	 0.3616	Kp	L	A	 0.0629	 0.7774	 0.7476	 0.3396
 0.00	  4250	-0.1	 2.0	 0.7251	 0.0402	Kp	L	A	 0.6750	 0.1150	 0.7739	 0.0445
 0.50	  4250	-0.1	 2.0	 0.7261	 0.0449	Kp	L	A	 0.6714	 0.1267	 0.7804	 0.0493
 1.00	  4250	-0.1	 2.0	 0.7243	 0.0495	Kp	L	A	 0.6657	 0.1373	 0.7839	 0.0537
 1.50	  4250	-0.1	 2.0	 0.7263	 0.0481	Kp	L	A	 0.6675	 0.1360	 0.7845	 0.0527
 2.00	  4250	-0.1	 2.0	 0.7291	 0.0447	Kp	L	A	 0.6717	 0.1303	 0.7835	 0.0499
 2.50	  4250	-0.1	 2.0	 0.7311	 0.0411	Kp	L	A	 0.6756	 0.1238	 0.7816	 0.0468
 3.00	  4250	-0.1	 2.0	 0.7331	 0.0369	Kp	L	A	 0.6803	 0.1155	 0.7789	 0.0431
 3.50	  4250	-0.1	 2.0	 0.7338	 0.0334	Kp	L	A	 0.6838	 0.1076	 0.7755	 0.0397
 4.00	  4250	-0.1	 2.0	 0.7299	 0.0335	Kp	L	A	 0.6813	 0.1058	 0.7715	 0.0393
 4.50	  4250	-0.1	 2.0	 0.6656	 0.0853	Kp	L	A	 0.5830	 0.2101	 0.7657	 0.0864
 5.00	  4250	-0.1	 2.0	 0.4972	 0.2228	Kp	L	A	 0.3201	 0.4933	 0.7534	 0.2127
 0.00	  4500	-0.1	 2.0	 0.6598	 0.0830	Kp	L	A	 0.5886	 0.1912	 0.7558	 0.0808
 0.50	  4500	-0.1	 2.0	 0.6595	 0.0902	Kp	L	A	 0.5821	 0.2079	 0.7640	 0.0878
 1.00	  4500	-0.1	 2.0	 0.6560	 0.0977	Kp	L	A	 0.5729	 0.2241	 0.7690	 0.0947
 1.50	  4500	-0.1	 2.0	 0.6578	 0.0977	Kp	L	A	 0.5740	 0.2250	 0.7708	 0.0949
 2.00	  4500	-0.1	 2.0	 0.6613	 0.0943	Kp	L	A	 0.5796	 0.2185	 0.7705	 0.0919
 2.50	  4500	-0.1	 2.0	 0.6671	 0.0875	Kp	L	A	 0.5895	 0.2053	 0.7688	 0.0859
 3.00	  4500	-0.1	 2.0	 0.6721	 0.0810	Kp	L	A	 0.5985	 0.1925	 0.7664	 0.0800
 3.50	  4500	-0.1	 2.0	 0.6755	 0.0755	Kp	L	A	 0.6055	 0.1815	 0.7636	 0.0751
 4.00	  4500	-0.1	 2.0	 0.6761	 0.0726	Kp	L	A	 0.6084	 0.1751	 0.7608	 0.0723
 4.50	  4500	-0.1	 2.0	 0.6740	 0.0722	Kp	L	A	 0.6073	 0.1733	 0.7582	 0.0717
 5.00	  4500	-0.1	 2.0	 0.6294	 0.1089	Kp	L	A	 0.5381	 0.2481	 0.7553	 0.1053
 0.00	  4750	-0.1	 2.0	 0.5943	 0.1253	Kp	L	A	 0.4991	 0.2710	 0.7377	 0.1179
 0.50	  4750	-0.1	 2.0	 0.5921	 0.1356	Kp	L	A	 0.4892	 0.2932	 0.7472	 0.1275
 1.00	  4750	-0.1	 2.0	 0.5889	 0.1435	Kp	L	A	 0.4795	 0.3109	 0.7530	 0.1350
 1.50	  4750	-0.1	 2.0	 0.5902	 0.1451	Kp	L	A	 0.4793	 0.3149	 0.7562	 0.1365
 2.00	  4750	-0.1	 2.0	 0.5931	 0.1436	Kp	L	A	 0.4830	 0.3121	 0.7574	 0.1351
 2.50	  4750	-0.1	 2.0	 0.5996	 0.1375	Kp	L	A	 0.4936	 0.2997	 0.7570	 0.1296
 3.00	  4750	-0.1	 2.0	 0.6056	 0.1313	Kp	L	A	 0.5042	 0.2865	 0.7559	 0.1237
 3.50	  4750	-0.1	 2.0	 0.6124	 0.1235	Kp	L	A	 0.5162	 0.2707	 0.7540	 0.1167
 4.00	  4750	-0.1	 2.0	 0.6163	 0.1183	Kp	L	A	 0.5240	 0.2594	 0.7518	 0.1117
 4.50	  4750	-0.1	 2.0	 0.6188	 0.1142	Kp	L	A	 0.5298	 0.2503	 0.7496	 0.1078
 5.00	  4750	-0.1	 2.0	 0.6170	 0.1145	Kp	L	A	 0.5287	 0.2496	 0.7480	 0.1077
 0.00	  5000	-0.1	 2.0	 0.5296	 0.1636	Kp	L	A	 0.4091	 0.3485	 0.7163	 0.1528
 0.50	  5000	-0.1	 2.0	 0.5257	 0.1766	Kp	L	A	 0.3960	 0.3758	 0.7272	 0.1648
 1.00	  5000	-0.1	 2.0	 0.5279	 0.1812	Kp	L	A	 0.3948	 0.3855	 0.7345	 0.1689
 1.50	  5000	-0.1	 2.0	 0.5269	 0.1864	Kp	L	A	 0.3906	 0.3957	 0.7393	 0.1734
 2.00	  5000	-0.1	 2.0	 0.5252	 0.1901	Kp	L	A	 0.3869	 0.4025	 0.7417	 0.1765
 2.50	  5000	-0.1	 2.0	 0.5329	 0.1843	Kp	L	A	 0.3989	 0.3901	 0.7427	 0.1710
 3.00	  5000	-0.1	 2.0	 0.5397	 0.1784	Kp	L	A	 0.4100	 0.3777	 0.7429	 0.1655
 3.50	  5000	-0.1	 2.0	 0.5474	 0.1713	Kp	L	A	 0.4226	 0.3628	 0.7424	 0.1589
 4.00	  5000	-0.1	 2.0	 0.5539	 0.1649	Kp	L	A	 0.4338	 0.3493	 0.7416	 0.1529
 4.50	  5000	-0.1	 2.0	 0.5575	 0.1611	Kp	L	A	 0.4407	 0.3405	 0.7408	 0.1492
 5.00	  5000	-0.1	 2.0	 0.5590	 0.1591	Kp	L	A	 0.4446	 0.3350	 0.7399	 0.1470
 0.00	  5250	-0.1	 2.0	 0.4709	 0.1953	Kp	L	A	 0.3275	 0.4154	 0.6938	 0.1824
